Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number
Toyota Land Cruiser 2015 Black,"₦ 34,000,000,",₦ 38.45 M ~ 49.8 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/91531946_NjIwLTgyNy0yYTBkY2NiODlm.webp,https://pictures-nigeria.jijistatic.com/91531946_MTExLTE0OC0yYTBkY2NiODlm.webp | https://pictures-nigeria.jijistatic.com/91531925_MTExLTE0OC1lZTg5MGE1OGJi.webp | https://pictures-nigeria.jijistatic.com/91531922_MTExLTE0OC1jMTBjZjIzOTNk.webp | https://pictures-nigeria.jijistatic.com/91531918_MTExLTE0OC00ZDkzNjY0M2Zj.webp | https://pictures-nigeria.jijistatic.com/91531924_MTExLTE0OC1hODRlMTQxMDIy.webp,Automatic,85698 km,,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags,Lambrono Autos,https://jiji.ng/ogba/cars/toyota-land-cruiser-2015-black-jENnhKq3n9IucKRzKDqSaO6U.html,No faults,Toyota,Land Cruiser,2015,Black,No,,,,,,,,Yes,
Nissan Juke SV 2013 Burgandy,"₦ 3,950,000",,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/96617207_NjIwLTgyNy1jZjc1N2I5MDky.webp,https://pictures-nigeria.jijistatic.com/96617207_MTExLTE0OC1jZjc1N2I5MDky.webp | https://pictures-nigeria.jijistatic.com/96617204_MTExLTgzLTQ0MGIwN2M2MDU.webp | https://pictures-nigeria.jijistatic.com/96617208_MTExLTgzLTcyODI4MGM1ZWU.webp | https://pictures-nigeria.jijistatic.com/96617210_MTExLTE0OC1jOTZjODY3NDkz.webp | https://pictures-nigeria.jijistatic.com/96617209_MTExLTgzLWZlZjFlODQwNDI.webp,Automatic,122827 km,Petrol,Nigerian Used,,PACE AUTOS SERVICES LTD,https://jiji.ng/amuwo-odofin/cars/nissan-juke-sv-2013-burgandy-crUki9oyrztnILgg0towRYLZ.html,No faults,Nissan,Juke,2013,Burgandy,Yes,SV,Crossover,All Wheel,1600           cc,4,188           hp,5,No,
Toyota Highlander 2014 White,"₦ 16,000,000,",₦ 15.03 M ~ 15.5 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/115953811_NjIwLTQ2NS01N2RiMzA5YWMwLTE.webp,https://pictures-nigeria.jijistatic.com/115953811_MTExLTgzLTU3ZGIzMDlhYzAtMQ.webp | https://pictures-nigeria.jijistatic.com/115953810_MTExLTgzLTdjMjc2NzllYjYtMQ.webp | https://pictures-nigeria.jijistatic.com/115953951_MTExLTgzLTc0ZmY0Y2JkYmUtMQ.webp | https://pictures-nigeria.jijistatic.com/115953949_MTExLTgzLWE2MjlmZGQ4ZDMtMQ.webp | https://pictures-nigeria.jijistatic.com/115953952_MTExLTgzLWExMDdiZWNlMTAtMQ.webp,Automatic,,Petrol,Foreign Used,,D-Zee Automobile,https://jiji.ng/lekki/cars/toyota-highlander-2014-white-8jxpzGh0A4eLIjUzhslE9PC1.html,No faults,Toyota,Highlander,2014,White,No,Limited 4dr SUV (3.5L 6cyl 6A),SUV,Front Wheel,3500           cc,6,270           hp,7,No,
BMW 530i 2007 Silver,"₦ 6,000,000",,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/117328007_NjIwLTUyNy1mNTAzODZjZmRj.webp,https://pictures-nigeria.jijistatic.com/117328007_MTExLTk0LWY1MDM4NmNmZGM.webp | https://pictures-nigeria.jijistatic.com/117328001_MTExLTkxLWEzMjA5NGMxODE.webp | https://pictures-nigeria.jijistatic.com/117327999_MTExLTkwLTU4OTk5YjIyOTc.webp | https://pictures-nigeria.jijistatic.com/117328000_MTExLTkwLTVjOTM5MWE0ODE.webp | https://pictures-nigeria.jijistatic.com/117328005_MTExLTkxLWU1NmU0ZGNhZDg.webp,Automatic,,,Foreign Used,,Mudijay,https://jiji.ng/ogba/cars/bmw-530i-2007-silver-laayj8OfZyuRUjtuzjRxH9WR.html,Original parts,BMW,530i,2007,Silver,No,,,,,,,,,
Toyota Highlander 2017 Black,"₦ 27,000,000,",₦ 17.8 M ~ 19.73 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117212882_NjIwLTQ2NS1lY2FiMzg4YjQ0.webp,https://pictures-nigeria.jijistatic.com/117212882_MTExLTgzLWVjYWIzODhiNDQ.webp | https://pictures-nigeria.jijistatic.com/117212883_MTExLTgzLTg4ZDhkMTczZTg.webp | https://pictures-nigeria.jijistatic.com/117212888_MTExLTgzLTA4MjNhYWE1YWQ.webp | https://pictures-nigeria.jijistatic.com/117212889_MTExLTgzLTY3MGFiMGVkZDU.webp | https://pictures-nigeria.jijistatic.com/117212890_MTExLTgzLWRlNjhkZTg5ODY.webp,Automatic,,,Foreign Used,,Offor Chris Mereze,https://jiji.ng/lekki/cars/toyota-highlander-2017-black-knUqB14cSqqE7x7NOpebanKE.html,No faults,Toyota,Highlander,2017,Black,No,,,,,,,,,
Toyota Hilux 2018 White,"₦ 25,000,000",₦ 27.91 M ~ 29.5 M,"Lagos, Gbagada",https://pictures-nigeria.jijistatic.com/107352008_NjIwLTQwOC1kMGVlZWQ4Yjc0.webp,https://pictures-nigeria.jijistatic.com/107352008_MTExLTczLWQwZWVlZDhiNzQ.webp | https://pictures-nigeria.jijistatic.com/107351922_MTExLTgzLTUyZWU2MGViOTQ.webp | https://pictures-nigeria.jijistatic.com/107352003_MTExLTc4LThmMWE3NjRiOTc.webp | https://pictures-nigeria.jijistatic.com/107352004_MTExLTEzNy02MmRhOWRmY2M2.webp | https://pictures-nigeria.jijistatic.com/107352005_MTExLTc5LTcxZjRlY2NiODg.webp,Automatic,32456 km,,Foreign Used,,Joe Saye,https://jiji.ng/gbagada/cars/toyota-hilux-2018-white-2vuhrbH19JAVl3RBoOtWTkVW.html,"Unpainted, No faults",Toyota,Hilux,2018,White,No,,,,,,,,,
Toyota 4-Runner Sport Edition 4x4 V8 2007 Gray,"₦ 8,000,000",₦ 7.3 M ~ 7.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/117212153_NjIwLTgyNy1mMjhhNzgxY2Y3.webp,https://pictures-nigeria.jijistatic.com/117212153_MTExLTE0OC1mMjhhNzgxY2Y3.webp | https://pictures-nigeria.jijistatic.com/117193494_MTExLTgzLWU2MzYxZTA3ZTA.webp | https://pictures-nigeria.jijistatic.com/117212148_MTExLTE0OC1lZWI5MGM2YzE2.webp | https://pictures-nigeria.jijistatic.com/117193595_MTExLTgzLWJhMjFiZmJhZWQ.webp | https://pictures-nigeria.jijistatic.com/117212149_MTExLTE0OC03MWEzY2M5OGE5.webp,Automatic,153984 km,Petrol,Foreign Used,,Moni Chu,https://jiji.ng/amuwo-odofin/cars/toyota-4-runner-sport-edition-4x4-v8-2007-gray-82TQNHttp77HIo2YW18yAhk3.html,No faults,Toyota,4-Runner,2007,Gray,No,Sport Edition 4x4 V8,SUV,All Wheel,4700           cc,8,260           hp,5,,
Toyota Camry 2005 Gold,"₦ 3,850,000,",₦ 3.55 M ~ 3.69 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/116439312_NjIwLTQ2NS1lMmJiNDcxN2Nj.webp,https://pictures-nigeria.jijistatic.com/116439312_MTExLTgzLWUyYmI0NzE3Y2M.webp | https://pictures-nigeria.jijistatic.com/116439348_MTExLTgzLTNiMjc3OWUxZmI.webp | https://pictures-nigeria.jijistatic.com/116439315_MTExLTgzLTc4NDhlN2ZhZDc.webp | https://pictures-nigeria.jijistatic.com/116439372_MTExLTgzLTgxYjgzYjkwMzI.webp | https://pictures-nigeria.jijistatic.com/116439316_MTExLTgzLWNlYTE4ZTZlNWQ.webp,Automatic,85000 km,Petrol,Foreign Used,Airbags | Armrests | Air Conditioning | CD Player | AM/FM Radio,FUNTO AUTOLAND,https://jiji.ng/surulere/cars/toyota-camry-2005-gold-m7HCC3l7xKzSoAVjm9tefLdX.html,No faults,Toyota,Camry,2005,Gold,,LE 4dr Sedan (2.4L 4cyl 5A),Sedan,Front,2400           cc,4,160           hp,5,,
Toyota Highlander 2015 Blue,"₦ 15,850,000",₦ 15.5 M ~ 15.68 M,"Abuja, Gudu",https://pictures-nigeria.jijistatic.com/114055340_NjIwLTUyNS0zOGI4NTMzNmJi.webp,https://pictures-nigeria.jijistatic.com/114055340_MTExLTk0LTM4Yjg1MzM2YmI.webp | https://pictures-nigeria.jijistatic.com/114055373_MTExLTg0LTliODFmYjA0ZDg.webp | https://pictures-nigeria.jijistatic.com/114055427_MTExLTc2LTA2YjM2MzRkMzA.webp | https://pictures-nigeria.jijistatic.com/114055391_MTExLTEzOS0zNjZlNWRmZWIx.webp | https://pictures-nigeria.jijistatic.com/114055425_MTExLTgwLWYxYzY0MTBkMzE.webp,Automatic,76258 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio,Madu Shakur Onyeze,https://jiji.ng/gudu/cars/toyota-highlander-2015-blue-33lPBSiroRCWlAaYcKfrXuUx.html,"No faults, Unpainted, Original parts",Toyota,Highlander,2015,Blue,No,LE Plus 4dr SUV AWD (3.5L 6cyl 6A),SUV,All Wheel,3500           cc,6,270           hp,8,Yes,
Honda Pilot 2010 Black,"₦ 3,550,000,",₦ 3.62 M ~ 3.85 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/115024173_NjIwLTQ2NS0xMzRhODU0OGJi.webp,https://pictures-nigeria.jijistatic.com/115024173_MTExLTgzLTEzNGE4NTQ4YmI.webp | https://pictures-nigeria.jijistatic.com/115024230_MTExLTgzLTBiYjI4NWYzMTE.webp | https://pictures-nigeria.jijistatic.com/115024226_MTExLTgzLTkyYzYxZTNkODY.webp | https://pictures-nigeria.jijistatic.com/115024227_MTExLTgzLTRmNTU4NmM0MTk.webp | https://pictures-nigeria.jijistatic.com/115024229_MTExLTgzLWUwMzRmYzk1NmU.webp,Automatic,963258 km,Petrol,Nigerian Used,,ISHOW MOTORS,https://jiji.ng/surulere/cars/honda-pilot-2010-black-jOdezELQZDe4VQI7I0Q2urRE.html,No faults,Honda,Pilot,2010,Black,Yes,EX-L 4dr SUV 4WD (3.5L 6cyl 5A),SUV,All Wheel,3500           cc,6,253           hp,8,Yes,
Toyota RAV4 1.8 2005 Blue,"₦ 3,950,000",₦ 3.96 M ~ 4.34 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/112820610_NjIwLTQ2NS04ZjU3NWY1MmMz.webp,https://pictures-nigeria.jijistatic.com/112820610_MTExLTgzLThmNTc1ZjUyYzM.webp | https://pictures-nigeria.jijistatic.com/112820597_MTExLTgzLTdlNmNkZTEzNTE.webp | https://pictures-nigeria.jijistatic.com/112820612_MTExLTgzLTg2YWQzNTM5ZWY.webp | https://pictures-nigeria.jijistatic.com/112820636_MTExLTgzLWIzMGRhOGI2Yzg.webp | https://pictures-nigeria.jijistatic.com/112820613_MTExLTgzLWQ5MWM2OTgxMTU.webp,Automatic,96325 km,Petrol,Foreign Used,,Lukman Motors,https://jiji.ng/ifako-ijaiye/cars/toyota-rav4-1-8-2005-blue-g1Yc88LafH8Vr2teb6molww2.html,No faults,Toyota,RAV4,2005,Blue,No,1.8,SUV,Front Wheel,1800           cc,4,,5,,
Toyota Venza 2011 Gray,"₦ 8,600,000",₦ 9.2 M ~ 9.6 M,"Lagos, Yaba",https://pictures-nigeria.jijistatic.com/111464564_NjIwLTQ5Ni1jMjQ0Zjk5NDQz.webp,https://pictures-nigeria.jijistatic.com/111464564_MTExLTg5LWMyNDRmOTk0NDM.webp | https://pictures-nigeria.jijistatic.com/111464477_MTExLTg5LWY3NDFhMmM2NmI.webp | https://pictures-nigeria.jijistatic.com/111464502_MTExLTg5LTExOWViNjkyNmI.webp | https://pictures-nigeria.jijistatic.com/111464592_MTExLTg5LTE1NzJhYmNjMmY.webp | https://pictures-nigeria.jijistatic.com/111464621_MTExLTg5LTk4YzIxYWExY2Q.webp,Automatic,,,Foreign Used,,Rhema Aura Autos,https://jiji.ng/yaba/cars/toyota-venza-2011-gray-mlKUrVNa0VqfuoOxa4OHLx1k.html,No faults,Toyota,Venza,2011,Gray,,,,,,,,,,
Hyundai Santa Fe 3.3 Limited 2008 Green,"₦ 3,300,000,",₦ 2.84 M ~ 3.3 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/117226327_NjIwLTgyNy0xZThkN2U5ZGNm.webp,https://pictures-nigeria.jijistatic.com/117226327_MTExLTE0OC0xZThkN2U5ZGNm.webp | https://pictures-nigeria.jijistatic.com/117226332_MTExLTgzLWQ4YjhhMzYzNzc.webp | https://pictures-nigeria.jijistatic.com/117226330_MTExLTE0OC0zMzgyNmNhMGU4.webp | https://pictures-nigeria.jijistatic.com/117226334_MTExLTE0OC0xOWY4NDk2N2I5.webp | https://pictures-nigeria.jijistatic.com/117226329_MTExLTE0OC0yZWNlNGFhOGFj.webp,Automatic,,Petrol,Nigerian Used,Air Conditioning | Airbags | Alloy Wheels | CD Player | AM/FM Radio,Asphalt Nitro Automobiles,https://jiji.ng/ajah/cars/hyundai-santa-fe-3-3-limited-2008-green-eU7gzUUFhh7mtooAPvhrPEyq.html,"No faults, Original parts, Unpainted",Hyundai,Santa Fe,2008,Green,Yes,3.3 Limited,SUV,All Wheel,3300           cc,6,245           hp,5,,
Toyota Corolla 2011 Blue,"₦ 3,750,000",₦ 3.5 M ~ 3.7 M,"Akwa Ibom, Uyo",https://pictures-nigeria.jijistatic.com/117347870_NjIwLTQ2NS0wMjEzYzY1NmNk.webp,https://pictures-nigeria.jijistatic.com/117347870_MTExLTgzLTAyMTNjNjU2Y2Q.webp | https://pictures-nigeria.jijistatic.com/117347863_MTExLTgzLWZjZTE2YzM0NTY.webp | https://pictures-nigeria.jijistatic.com/117347869_MTExLTgzLTVjZTRmNzdjZDY.webp | https://pictures-nigeria.jijistatic.com/117347865_MTExLTgzLTFjZGYwOGU2ZmI.webp | https://pictures-nigeria.jijistatic.com/117347868_MTExLTgzLWFiMGFiODA1YzY.webp,Automatic,157000 km,Petrol,Nigerian Used,Electric Mirrors | Traction Control | Air Conditioning | CD Player | Electric Windows | Alloy Wheels | Cruise Control | Airbags | AM/FM Radio,Sunny Uwa,https://jiji.ng/uyo/cars/toyota-corolla-2011-blue-2CG3x7tCTtcUG5b3XPTGhhjG.html,"Original parts, Unpainted",Toyota,Corolla,2011,Blue,Yes,Base 4dr Sedan (1.8L 4cyl 5M),Sedan,Front,1800           cc,4,132           hp,5,,
Toyota Camry 2006 Red,"₦ 2,300,000",₦ 2.48 M ~ 2.6 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/117334425_NjIwLTQ2NS03ZTI2NzU1NzRi.webp,https://pictures-nigeria.jijistatic.com/117334425_MTExLTgzLTdlMjY3NTU3NGI.webp | https://pictures-nigeria.jijistatic.com/117334423_MTExLTgzLWIxNWYyNzI2MDk.webp | https://pictures-nigeria.jijistatic.com/117334424_MTExLTgzLTM5ZWE1YjM2YWY.webp | https://pictures-nigeria.jijistatic.com/117334430_MTExLTgzLTFmYjNiODQ5NjI.webp | https://pictures-nigeria.jijistatic.com/117334431_MTExLTgzLTUzYzc1ZjYxNzE.webp,Automatic,,Petrol,Nigerian Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto | CarPlay | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps,Jimoh Olakunle,https://jiji.ng/ibadan/cars/toyota-camry-2006-red-dXTS9Hg7lycB7fNregIhe7Sq.html,"No faults, First registration, First owner",Toyota,Camry,2006,Red,Yes,LE 4dr Sedan (2.4L 4cyl 5A),Sedan,Front,2400           cc,4,154           hp,5,,
Mercedes-Benz C300 2014 White,"₦ 8,600,000",₦ 7.75 M ~ 8.3 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/97895341_NjIwLTYyMC04MzY3NGE2MGQz.webp,https://pictures-nigeria.jijistatic.com/97895341_MTExLTExMS04MzY3NGE2MGQz.webp | https://pictures-nigeria.jijistatic.com/97895340_MTExLTExMS0wNGQ1M2FlMGMy.webp | https://pictures-nigeria.jijistatic.com/97895343_MTExLTExMS1lMDIzMDA1ZjA3.webp | https://pictures-nigeria.jijistatic.com/97895344_MTExLTExMS1iMGU1MTQ1YWM5.webp | https://pictures-nigeria.jijistatic.com/97895342_MTExLTExMS1lMjg0YWFiYzEy.webp,Automatic,,Petrol,Foreign Used,,Power Cars NG Ltd,https://jiji.ng/ikoyi-obalende/cars/mercedes-benz-c300-2014-white-d74sSWaC5KHfWeHsrOxOh1ST.html,No faults,Mercedes-Benz,C300,2014,White,No,Sport 4Matic Sedan AWD (3.5L 6cyl 7A),Sedan,All Wheel,3500           cc,6,248           hp,5,,
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,"₦ 15,500,000",₦ 13.85 M ~ 14.5 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/105561278_NjIwLTc3NS0zZDMzZTUyYWFl.webp,https://pictures-nigeria.jijistatic.com/105561278_MTExLTEzOS0zZDMzZTUyYWFl.webp | https://pictures-nigeria.jijistatic.com/105561286_MTExLTEzOS1kZTUyMTMzMDc0.webp | https://pictures-nigeria.jijistatic.com/105561290_MTExLTEzOS0zNTNlZmVhZmJl.webp | https://pictures-nigeria.jijistatic.com/105561275_MTExLTEzOS0xMmFmYjkzYzAw.webp | https://pictures-nigeria.jijistatic.com/105561287_MTExLTEzOS0wZjlhOTc2MmEw.webp,Automatic,,Petrol,Foreign Used,,Francis Aladi,https://jiji.ng/lekki/cars/mercedes-benz-m-class-ml-350-4matic-2012-gray-x4xylYo0RKdDVT92ySD0vodl.html,"Original parts, Unpainted, No faults",Mercedes-Benz,M Class,2012,Gray,No,ML 350 4Matic,SUV,All Wheel,3500           cc,6,302           hp,5,No,
Toyota Highlander Limited 2010 Black,"₦ 7,500,000",₦ 8.7 M ~ 9.3 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/102025835_NjIwLTQ2NS1jYTlkYzVjMmY3.webp,https://pictures-nigeria.jijistatic.com/102025835_MTExLTgzLWNhOWRjNWMyZjc.webp | https://pictures-nigeria.jijistatic.com/102025830_MTExLTgzLTY4ODc1ODE0NWU.webp | https://pictures-nigeria.jijistatic.com/102025834_MTExLTgzLWM2ZWQ0YzBlMWQ.webp | https://pictures-nigeria.jijistatic.com/102025825_MTExLTgzLWE3ZTUzMDg5MDI.webp | https://pictures-nigeria.jijistatic.com/102025824_MTExLTgzLWRiY2JkNWI4MjE.webp,Automatic,,Petrol,Foreign Used,,Mateco motor ventures,https://jiji.ng/lagos-abule-egba/cars/toyota-highlander-limited-2010-black-9TP7Fn650JaoYOy6dMKzn9vh.html,No faults,Toyota,Highlander,2010,Black,,Limited,SUV,Front Wheel,3500           cc,6,274           hp,7,,
Toyota RAV4 2007 Blue,"₦ 3,500,000,",₦ 3.5 M ~ 3.6 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/117334076_NjIwLTQ2NS1kMzRlYWU4MjM4.webp,https://pictures-nigeria.jijistatic.com/117334076_MTExLTgzLWQzNGVhZTgyMzg.webp | https://pictures-nigeria.jijistatic.com/117334074_MTExLTgzLWUxNDUzMzdkY2M.webp | https://pictures-nigeria.jijistatic.com/117334077_MTExLTE0OC0wMTQ2NDAzNThk.webp | https://pictures-nigeria.jijistatic.com/117334079_MTExLTgzLTNjY2UzY2UwNTE.webp | https://pictures-nigeria.jijistatic.com/117334075_MTExLTE0OC03ODMyMjhhMTdi.webp,Automatic,,,Nigerian Used,,Barnabas Ali,https://jiji.ng/ikoyi-obalende/cars/toyota-rav4-2007-blue-xgYBGpZULZN4OjdhG5hfGVj1.html,Unpainted,Toyota,RAV4,2007,Blue,Yes,,,,,,,,No,
Peugeot 504 1984 Gray,"₦ 1,880,000",,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/113190190_NjIwLTQ2NS1mZTQ2Nzk0MzI3.webp,https://pictures-nigeria.jijistatic.com/113190190_MTExLTgzLWZlNDY3OTQzMjc.webp | https://pictures-nigeria.jijistatic.com/113190203_MTExLTgzLWVhMWY5ZjA3YTI.webp | https://pictures-nigeria.jijistatic.com/113190183_MTExLTYyLWExOGY2NDVlMmE.webp | https://pictures-nigeria.jijistatic.com/113190184_MTExLTgzLTBmY2MxZmM4NzE.webp | https://pictures-nigeria.jijistatic.com/112096503_MTExLTgzLTgzYTBhODNmMjA.webp,Manual,120000 km,,Nigerian Used,Air Conditioning | Air Conditioning | Alloy Wheels | Alloy Wheels,akindele walcot,https://jiji.ng/kaduna-north/cars/peugeot-504-1984-gray-Bac9wteoof2OSKgDRhJNRXjp.html,No faults,Peugeot,504,1984,Gray,No,,,,,,,,,
Lexus RX 2000 Gray,"₦ 3,500,000",₦ 3.95 M ~ 4.15 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/57823115_img-20201209-171618-730_620x465.webp,https://pictures-nigeria.jijistatic.com/57823115_img-20201209-171618-730_111x83.webp | https://pictures-nigeria.jijistatic.com/57823031_img-20201209-171606-634_111x83.webp | https://pictures-nigeria.jijistatic.com/57823122_img-20201209-171904-183_111x83.webp | https://pictures-nigeria.jijistatic.com/57823192_img-20201209-171604-104_111x83.webp | https://pictures-nigeria.jijistatic.com/57823133_img-20201209-171553-199_111x83.webp,Automatic,64118 km,,Foreign Used,,Ciba Logistics Ltd(Autos &Shipping),https://jiji.ng/lekki/cars/lexus-rx-2000-gray-kmRQ0vw9BflOiwESss075pJ4.html,No faults,Lexus,RX,2000,Gray,No,,,,,,,,,
Toyota RAV4 XLE AWD 2020 Black,"₦ 26,000,000,",₦ 20.55 M ~ 21.99 M,"Lagos, Agege",https://pictures-nigeria.jijistatic.com/115670742_NjIwLTQ2NS0yYjRmNTQ5Mjg4.webp,https://pictures-nigeria.jijistatic.com/115670742_MTExLTgzLTJiNGY1NDkyODg.webp | https://pictures-nigeria.jijistatic.com/115670743_MTExLTgzLWE5YzI4OWMzOWY.webp | https://pictures-nigeria.jijistatic.com/115670747_MTExLTgzLWUwZGIzZDMyMmM.webp | https://pictures-nigeria.jijistatic.com/115670723_MTExLTgzLTc4M2I3YjI1ZjQ.webp | https://pictures-nigeria.jijistatic.com/115670725_MTExLTE0OC0yNWE0ZTkyMzFj.webp,Automatic,142365 km,Petrol,Foreign Used,Electric Windows | Sidesteps | Leather Seats | Anti-Lock Brakes | Xenon Lights | Front Fog Lamps | Winch | Bullbar | Blind Spot Monitor | Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Airbags | Android Auto | Electric Mirrors | Parking Assist | Roof Rack | Alloy Wheels | LED Headlights | CD Player | Cruise Control | AM/FM Radio | Spotlight | Traction Control | Armrests | CarPlay,Shotunde Grant,https://jiji.ng/agege/cars/toyota-rav4-xle-awd-2020-black-fx9PFZJBAmwxe0EXWqqizwa8.html,No faults,Toyota,RAV4,2020,Black,No,XLE AWD,SUV,All Wheel,2500           cc,4,203           hp,5,Yes,
Mercedes-Benz A-Class 2016 White,"₦ 13,000,000",,"Lagos, Victoria Island",https://pictures-nigeria.jijistatic.com/109660839_NjIwLTQ2NS1hNTJlNDRkNGJm.webp,https://pictures-nigeria.jijistatic.com/109660839_MTExLTgzLWE1MmU0NGQ0YmY.webp | https://pictures-nigeria.jijistatic.com/109660746_MTExLTgzLTUzN2RlNzQ5NzE.webp | https://pictures-nigeria.jijistatic.com/109660835_MTExLTgzLTQ5ODdiMDc1NTY.webp | https://pictures-nigeria.jijistatic.com/109660761_MTExLTgzLWY3ZGJhODFhMzk.webp | https://pictures-nigeria.jijistatic.com/109660844_MTExLTgzLWUxYTg1ZDE5NGE.webp,Automatic,60000 km,,Foreign Used,,Lagoscars,https://jiji.ng/victoria-island/cars/mercedes-benz-a-class-2016-white-tPP8HfjrXGoUkaCoXO2lfD3E.html,No faults,Mercedes-Benz,A-Class,2016,White,No,,,,,,,,,
Toyota Highlander Limited V6 FWD 2004 Green,"₦ 3,700,000,",₦ 2.72 M ~ 3.06 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/117212066_NjIwLTgyNy00NWJmZTkxZWRj.webp,https://pictures-nigeria.jijistatic.com/117212066_MTExLTE0OC00NWJmZTkxZWRj.webp | https://pictures-nigeria.jijistatic.com/117205594_MTExLTgzLTU3NjUyMzY2YmM.webp | https://pictures-nigeria.jijistatic.com/117212067_MTExLTE0OC03NWMzOWY2M2Mw.webp | https://pictures-nigeria.jijistatic.com/117205591_MTExLTgzLWRjM2M1MTU3OGM.webp | https://pictures-nigeria.jijistatic.com/117205589_MTExLTgzLTYyNzdkMzg5NDE.webp,Automatic,157000 km,Petrol,Nigerian Used,Leather Seats | Alloy Wheels | Air Conditioning | AM/FM Radio | Sunroof,Gabriel,https://jiji.ng/ogba/cars/toyota-highlander-limited-v6-fwd-2004-green-2tCxheNbOVjfWGysWWCPUwly.html,No faults,Toyota,Highlander,2004,Green,,Limited V6 FWD,SUV,All Wheel,3300           cc,6,230           hp,7,,
Mercedes-Benz GLA 250 2016 Gray,"₦ 17,800,000",₦ 15.98 M ~ 16.5 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/116432579_NjIwLTQ2NS1mZjFlMTA1MGQ2.webp,https://pictures-nigeria.jijistatic.com/116432579_MTExLTgzLWZmMWUxMDUwZDY.webp | https://pictures-nigeria.jijistatic.com/116432586_MTExLTgzLWExYjM2ZjY5OGQ.webp | https://pictures-nigeria.jijistatic.com/116432585_MTExLTgzLTMxMDdlOGUxNGU.webp | https://pictures-nigeria.jijistatic.com/116432584_MTExLTgzLTZkZWY1MDI5YTc.webp | https://pictures-nigeria.jijistatic.com/116432587_MTExLTgzLTJlZWIzOTU0OTQ.webp,Automatic,,,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Cup Holders | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Sensors | Roof Rack,Onochie Egwuatu,https://jiji.ng/lekki/cars/mercedes-benz-gla-250-2016-gray-aRTe355DKHTsh849aGRqOeU4.html,No faults,Mercedes-Benz,GLA 250,2016,Gray,,,,,,,,,,
Toyota Sienna LE 7 Passenger Mobility 2011 White,"₦ 6,100,000,",₦ 6.84 M ~ 7 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/88832253_NjIwLTgyNy01YTAyY2I4Y2FjLTE.webp,https://pictures-nigeria.jijistatic.com/88832253_MTExLTE0OC01YTAyY2I4Y2FjLTE.webp | https://pictures-nigeria.jijistatic.com/88832244_MTExLTgzLTU5NjI1ZDg5MzctMQ.webp | https://pictures-nigeria.jijistatic.com/88832243_MTExLTgzLTUxODc3MjI1ZWMtMQ.webp | https://pictures-nigeria.jijistatic.com/88832246_MTExLTE0OC00MTliOWVkNTc2LTE.webp | https://pictures-nigeria.jijistatic.com/88832247_MTExLTE0OC04YzdhMTNmNDUyLTE.webp,Automatic,67000 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | Alloy Wheels | Airbags | CD Player,kelechi Noble,https://jiji.ng/magodo/cars/toyota-sienna-le-7-passenger-mobility-2011-white-1omb6XRdJyocAAqUH5R9n6en.html,No faults,Toyota,Sienna,2011,White,No,LE 7 Passenger Mobility,Minivan,Front Wheel,3500           cc,6,270           hp,7,,
